count,mean,min,max,stdev,sem,var,cv,skew,kurt,p25,p50,p75,p95,p99
2160.000000,9.164352,0.000000,51.000000,12.056234,0.259409,145.352781,1.315558,1.194980,0.147690,0.000000,2.000000,17.000000,35.000000,41.000000
