count,mean,min,max,stdev,sem,var,cv,skew,kurt,p25,p50,p75,p95,p99
2160.000000,11.220432,0.000000,55.166667,14.542743,0.312910,211.491373,1.296095,1.070185,-0.259996,0.333333,2.000000,22.250000,41.035000,47.464500
