count,mean,min,max,stdev,sem,var,cv,skew,kurt,p25,p50,p75,p95,p99
2160.000000,9.164352,0.000000,46.000000,11.991248,0.258011,143.790021,1.308467,1.104257,-0.153161,0.000000,2.000000,18.000000,33.000000,39.000000
