category,datetime,category,datetime,arrivals,departures,occupancy,day_of_week,bin_of_day,bin_of_week
ART,1996-01-02 00:00:00,ART,1996-01-02 00:00:00,0.0,0.0,0.0,1,0,24
ART,1996-01-02 01:00:00,ART,1996-01-02 01:00:00,0.0,0.0,0.0,1,1,25
ART,1996-01-02 02:00:00,ART,1996-01-02 02:00:00,0.0,0.0,0.0,1,2,26
ART,1996-01-02 03:00:00,ART,1996-01-02 03:00:00,0.0,0.0,0.0,1,3,27
ART,1996-01-02 04:00:00,ART,1996-01-02 04:00:00,0.0,0.0,0.0,1,4,28
ART,1996-01-02 05:00:00,ART,1996-01-02 05:00:00,0.0,0.0,0.0,1,5,29
ART,1996-01-02 06:00:00,ART,1996-01-02 06:00:00,2.0,0.0,0.5,1,6,30
ART,1996-01-02 07:00:00,ART,1996-01-02 07:00:00,7.0,0.0,5.400000000000001,1,7,31
ART,1996-01-02 08:00:00,ART,1996-01-02 08:00:00,4.0,7.0,8.716666666666667,1,8,32
ART,1996-01-02 09:00:00,ART,1996-01-02 09:00:00,5.0,4.0,5.933333333333334,1,9,33
ART,1996-01-02 10:00:00,ART,1996-01-02 10:00:00,2.0,4.0,4.833333333333333,1,10,34
ART,1996-01-02 11:00:00,ART,1996-01-02 11:00:00,5.0,3.0,4.516666666666667,1,11,35
ART,1996-01-02 12:00:00,ART,1996-01-02 12:00:00,1.0,6.0,4.016666666666667,1,12,36
ART,1996-01-02 13:00:00,ART,1996-01-02 13:00:00,3.0,2.0,2.9000000000000004,1,13,37
ART,1996-01-02 14:00:00,ART,1996-01-02 14:00:00,0.0,1.0,2.5166666666666666,1,14,38
ART,1996-01-02 15:00:00,ART,1996-01-02 15:00:00,1.0,2.0,1.4833333333333334,1,15,39
ART,1996-01-02 16:00:00,ART,1996-01-02 16:00:00,0.0,1.0,0.0,1,16,40
ART,1996-01-02 17:00:00,ART,1996-01-02 17:00:00,0.0,0.0,0.0,1,17,41
ART,1996-01-02 18:00:00,ART,1996-01-02 18:00:00,0.0,0.0,0.0,1,18,42
ART,1996-01-02 19:00:00,ART,1996-01-02 19:00:00,0.0,0.0,0.0,1,19,43
ART,1996-01-02 20:00:00,ART,1996-01-02 20:00:00,0.0,0.0,0.0,1,20,44
ART,1996-01-02 21:00:00,ART,1996-01-02 21:00:00,0.0,0.0,0.0,1,21,45
ART,1996-01-02 22:00:00,ART,1996-01-02 22:00:00,0.0,0.0,0.0,1,22,46
ART,1996-01-02 23:00:00,ART,1996-01-02 23:00:00,0.0,0.0,0.0,1,23,47
ART,1996-01-03 00:00:00,ART,1996-01-03 00:00:00,0.0,0.0,0.0,2,0,48
ART,1996-01-03 01:00:00,ART,1996-01-03 01:00:00,0.0,0.0,0.0,2,1,49
ART,1996-01-03 02:00:00,ART,1996-01-03 02:00:00,0.0,0.0,0.0,2,2,50
ART,1996-01-03 03:00:00,ART,1996-01-03 03:00:00,0.0,0.0,0.0,2,3,51
ART,1996-01-03 04:00:00,ART,1996-01-03 04:00:00,0.0,0.0,0.0,2,4,52
ART,1996-01-03 05:00:00,ART,1996-01-03 05:00:00,0.0,0.0,0.0,2,5,53
ART,1996-01-03 06:00:00,ART,1996-01-03 06:00:00,6.0,0.0,3.35,2,6,54
ART,1996-01-03 07:00:00,ART,1996-01-03 07:00:00,3.0,6.0,5.8,2,7,55
ART,1996-01-03 08:00:00,ART,1996-01-03 08:00:00,2.0,2.0,3.5,2,8,56
ART,1996-01-03 09:00:00,ART,1996-01-03 09:00:00,5.0,2.0,5.066666666666666,2,9,57
ART,1996-01-03 10:00:00,ART,1996-01-03 10:00:00,2.0,4.0,4.233333333333333,2,10,58
ART,1996-01-03 11:00:00,ART,1996-01-03 11:00:00,4.0,3.0,3.9833333333333334,2,11,59
ART,1996-01-03 12:00:00,ART,1996-01-03 12:00:00,1.0,2.0,4.85,2,12,60
ART,1996-01-03 13:00:00,ART,1996-01-03 13:00:00,2.0,4.0,3.0833333333333335,2,13,61
ART,1996-01-03 14:00:00,ART,1996-01-03 14:00:00,0.0,1.0,1.6666666666666665,2,14,62
ART,1996-01-03 15:00:00,ART,1996-01-03 15:00:00,0.0,1.0,0.5833333333333334,2,15,63
ART,1996-01-03 16:00:00,ART,1996-01-03 16:00:00,0.0,0.0,0.0,2,16,64
ART,1996-01-03 17:00:00,ART,1996-01-03 17:00:00,0.0,0.0,0.0,2,17,65
ART,1996-01-03 18:00:00,ART,1996-01-03 18:00:00,0.0,0.0,0.0,2,18,66
ART,1996-01-03 19:00:00,ART,1996-01-03 19:00:00,0.0,0.0,0.0,2,19,67
ART,1996-01-03 20:00:00,ART,1996-01-03 20:00:00,0.0,0.0,0.0,2,20,68
ART,1996-01-03 21:00:00,ART,1996-01-03 21:00:00,0.0,0.0,0.0,2,21,69
ART,1996-01-03 22:00:00,ART,1996-01-03 22:00:00,0.0,0.0,0.0,2,22,70
ART,1996-01-03 23:00:00,ART,1996-01-03 23:00:00,0.0,0.0,0.0,2,23,71
ART,1996-01-04 00:00:00,ART,1996-01-04 00:00:00,0.0,0.0,0.0,3,0,72
ART,1996-01-04 01:00:00,ART,1996-01-04 01:00:00,0.0,0.0,0.0,3,1,73
ART,1996-01-04 02:00:00,ART,1996-01-04 02:00:00,0.0,0.0,0.0,3,2,74
ART,1996-01-04 03:00:00,ART,1996-01-04 03:00:00,0.0,0.0,0.0,3,3,75
ART,1996-01-04 04:00:00,ART,1996-01-04 04:00:00,0.0,0.0,0.0,3,4,76
ART,1996-01-04 05:00:00,ART,1996-01-04 05:00:00,1.0,0.0,0.03333333333333333,3,5,77
ART,1996-01-04 06:00:00,ART,1996-01-04 06:00:00,2.0,0.0,1.5166666666666666,3,6,78
ART,1996-01-04 07:00:00,ART,1996-01-04 07:00:00,7.0,2.0,4.500000000000001,3,7,79
ART,1996-01-04 08:00:00,ART,1996-01-04 08:00:00,4.0,5.0,6.716666666666667,3,8,80
ART,1996-01-04 09:00:00,ART,1996-01-04 09:00:00,5.0,5.0,5.383333333333335,3,9,81
ART,1996-01-04 10:00:00,ART,1996-01-04 10:00:00,3.0,5.0,6.049999999999999,3,10,82
ART,1996-01-04 11:00:00,ART,1996-01-04 11:00:00,2.0,4.0,5.383333333333333,3,11,83
ART,1996-01-04 12:00:00,ART,1996-01-04 12:00:00,4.0,3.0,3.716666666666667,3,12,84
ART,1996-01-04 13:00:00,ART,1996-01-04 13:00:00,1.0,2.0,3.25,3,13,85
ART,1996-01-04 14:00:00,ART,1996-01-04 14:00:00,1.0,3.0,1.9,3,14,86
ART,1996-01-04 15:00:00,ART,1996-01-04 15:00:00,2.0,1.0,0.5833333333333334,3,15,87
ART,1996-01-04 16:00:00,ART,1996-01-04 16:00:00,0.0,2.0,1.5,3,16,88
ART,1996-01-04 17:00:00,ART,1996-01-04 17:00:00,0.0,0.0,0.0,3,17,89
ART,1996-01-04 18:00:00,ART,1996-01-04 18:00:00,0.0,0.0,0.0,3,18,90
ART,1996-01-04 19:00:00,ART,1996-01-04 19:00:00,0.0,0.0,0.0,3,19,91
ART,1996-01-04 20:00:00,ART,1996-01-04 20:00:00,0.0,0.0,0.0,3,20,92
ART,1996-01-04 21:00:00,ART,1996-01-04 21:00:00,0.0,0.0,0.0,3,21,93
ART,1996-01-04 22:00:00,ART,1996-01-04 22:00:00,0.0,0.0,0.0,3,22,94
ART,1996-01-04 23:00:00,ART,1996-01-04 23:00:00,0.0,0.0,0.0,3,23,95
ART,1996-01-05 00:00:00,ART,1996-01-05 00:00:00,0.0,0.0,0.0,4,0,96
ART,1996-01-05 01:00:00,ART,1996-01-05 01:00:00,0.0,0.0,0.0,4,1,97
ART,1996-01-05 02:00:00,ART,1996-01-05 02:00:00,0.0,0.0,0.0,4,2,98
ART,1996-01-05 03:00:00,ART,1996-01-05 03:00:00,0.0,0.0,0.0,4,3,99
ART,1996-01-05 04:00:00,ART,1996-01-05 04:00:00,0.0,0.0,0.0,4,4,100
ART,1996-01-05 05:00:00,ART,1996-01-05 05:00:00,3.0,0.0,0.8666666666666666,4,5,101
ART,1996-01-05 06:00:00,ART,1996-01-05 06:00:00,4.0,0.0,4.816666666666666,4,6,102
ART,1996-01-05 07:00:00,ART,1996-01-05 07:00:00,6.0,5.0,8.133333333333333,4,7,103
ART,1996-01-05 08:00:00,ART,1996-01-05 08:00:00,5.0,7.0,6.999999999999999,4,8,104
ART,1996-01-05 09:00:00,ART,1996-01-05 09:00:00,3.0,2.0,5.616666666666666,4,9,105
ART,1996-01-05 10:00:00,ART,1996-01-05 10:00:00,6.0,7.0,6.300000000000001,4,10,106
ART,1996-01-05 11:00:00,ART,1996-01-05 11:00:00,3.0,2.0,7.533333333333333,4,11,107
ART,1996-01-05 12:00:00,ART,1996-01-05 12:00:00,4.0,6.0,4.800000000000001,4,12,108
ART,1996-01-05 13:00:00,ART,1996-01-05 13:00:00,5.0,1.0,7.2,4,13,109
ART,1996-01-05 14:00:00,ART,1996-01-05 14:00:00,1.0,6.0,5.933333333333333,4,14,110
ART,1996-01-05 15:00:00,ART,1996-01-05 15:00:00,1.0,4.0,3.2333333333333334,4,15,111
ART,1996-01-05 16:00:00,ART,1996-01-05 16:00:00,1.0,0.0,1.8,4,16,112
ART,1996-01-05 17:00:00,ART,1996-01-05 17:00:00,0.0,2.0,0.3333333333333333,4,17,113
ART,1996-01-05 18:00:00,ART,1996-01-05 18:00:00,0.0,0.0,0.0,4,18,114
ART,1996-01-05 19:00:00,ART,1996-01-05 19:00:00,0.0,0.0,0.0,4,19,115
ART,1996-01-05 20:00:00,ART,1996-01-05 20:00:00,0.0,0.0,0.0,4,20,116
ART,1996-01-05 21:00:00,ART,1996-01-05 21:00:00,0.0,0.0,0.0,4,21,117
ART,1996-01-05 22:00:00,ART,1996-01-05 22:00:00,0.0,0.0,0.0,4,22,118
ART,1996-01-05 23:00:00,ART,1996-01-05 23:00:00,0.0,0.0,0.0,4,23,119
ART,1996-01-06 00:00:00,ART,1996-01-06 00:00:00,0.0,0.0,0.0,5,0,120
ART,1996-01-06 01:00:00,ART,1996-01-06 01:00:00,0.0,0.0,0.0,5,1,121
ART,1996-01-06 02:00:00,ART,1996-01-06 02:00:00,0.0,0.0,0.0,5,2,122
ART,1996-01-06 03:00:00,ART,1996-01-06 03:00:00,0.0,0.0,0.0,5,3,123
ART,1996-01-06 04:00:00,ART,1996-01-06 04:00:00,0.0,0.0,0.0,5,4,124
ART,1996-01-06 05:00:00,ART,1996-01-06 05:00:00,0.0,0.0,0.0,5,5,125
ART,1996-01-06 06:00:00,ART,1996-01-06 06:00:00,0.0,0.0,0.0,5,6,126
ART,1996-01-06 07:00:00,ART,1996-01-06 07:00:00,0.0,0.0,0.0,5,7,127
ART,1996-01-06 08:00:00,ART,1996-01-06 08:00:00,0.0,0.0,0.0,5,8,128
ART,1996-01-06 09:00:00,ART,1996-01-06 09:00:00,0.0,0.0,0.0,5,9,129
ART,1996-01-06 10:00:00,ART,1996-01-06 10:00:00,0.0,0.0,0.0,5,10,130
ART,1996-01-06 11:00:00,ART,1996-01-06 11:00:00,0.0,0.0,0.0,5,11,131
ART,1996-01-06 12:00:00,ART,1996-01-06 12:00:00,0.0,0.0,0.0,5,12,132
ART,1996-01-06 13:00:00,ART,1996-01-06 13:00:00,0.0,0.0,0.0,5,13,133
ART,1996-01-06 14:00:00,ART,1996-01-06 14:00:00,0.0,0.0,0.0,5,14,134
ART,1996-01-06 15:00:00,ART,1996-01-06 15:00:00,0.0,0.0,0.0,5,15,135
ART,1996-01-06 16:00:00,ART,1996-01-06 16:00:00,0.0,0.0,0.0,5,16,136
ART,1996-01-06 17:00:00,ART,1996-01-06 17:00:00,0.0,0.0,0.0,5,17,137
ART,1996-01-06 18:00:00,ART,1996-01-06 18:00:00,0.0,0.0,0.0,5,18,138
ART,1996-01-06 19:00:00,ART,1996-01-06 19:00:00,0.0,0.0,0.0,5,19,139
ART,1996-01-06 20:00:00,ART,1996-01-06 20:00:00,0.0,0.0,0.0,5,20,140
ART,1996-01-06 21:00:00,ART,1996-01-06 21:00:00,0.0,0.0,0.0,5,21,141
ART,1996-01-06 22:00:00,ART,1996-01-06 22:00:00,0.0,0.0,0.0,5,22,142
ART,1996-01-06 23:00:00,ART,1996-01-06 23:00:00,0.0,0.0,0.0,5,23,143
ART,1996-01-07 00:00:00,ART,1996-01-07 00:00:00,0.0,0.0,0.0,6,0,144
ART,1996-01-07 01:00:00,ART,1996-01-07 01:00:00,0.0,0.0,0.0,6,1,145
ART,1996-01-07 02:00:00,ART,1996-01-07 02:00:00,0.0,0.0,0.0,6,2,146
ART,1996-01-07 03:00:00,ART,1996-01-07 03:00:00,0.0,0.0,0.0,6,3,147
ART,1996-01-07 04:00:00,ART,1996-01-07 04:00:00,0.0,0.0,0.0,6,4,148
ART,1996-01-07 05:00:00,ART,1996-01-07 05:00:00,0.0,0.0,0.0,6,5,149
ART,1996-01-07 06:00:00,ART,1996-01-07 06:00:00,0.0,0.0,0.0,6,6,150
ART,1996-01-07 07:00:00,ART,1996-01-07 07:00:00,0.0,0.0,0.0,6,7,151
ART,1996-01-07 08:00:00,ART,1996-01-07 08:00:00,0.0,0.0,0.0,6,8,152
ART,1996-01-07 09:00:00,ART,1996-01-07 09:00:00,0.0,0.0,0.0,6,9,153
ART,1996-01-07 10:00:00,ART,1996-01-07 10:00:00,0.0,0.0,0.0,6,10,154
ART,1996-01-07 11:00:00,ART,1996-01-07 11:00:00,0.0,0.0,0.0,6,11,155
ART,1996-01-07 12:00:00,ART,1996-01-07 12:00:00,0.0,0.0,0.0,6,12,156
ART,1996-01-07 13:00:00,ART,1996-01-07 13:00:00,0.0,0.0,0.0,6,13,157
ART,1996-01-07 14:00:00,ART,1996-01-07 14:00:00,0.0,0.0,0.0,6,14,158
ART,1996-01-07 15:00:00,ART,1996-01-07 15:00:00,0.0,0.0,0.0,6,15,159
ART,1996-01-07 16:00:00,ART,1996-01-07 16:00:00,0.0,0.0,0.0,6,16,160
ART,1996-01-07 17:00:00,ART,1996-01-07 17:00:00,0.0,0.0,0.0,6,17,161
ART,1996-01-07 18:00:00,ART,1996-01-07 18:00:00,0.0,0.0,0.0,6,18,162
ART,1996-01-07 19:00:00,ART,1996-01-07 19:00:00,0.0,0.0,0.0,6,19,163
ART,1996-01-07 20:00:00,ART,1996-01-07 20:00:00,0.0,0.0,0.0,6,20,164
ART,1996-01-07 21:00:00,ART,1996-01-07 21:00:00,0.0,0.0,0.0,6,21,165
ART,1996-01-07 22:00:00,ART,1996-01-07 22:00:00,0.0,0.0,0.0,6,22,166
ART,1996-01-07 23:00:00,ART,1996-01-07 23:00:00,0.0,0.0,0.0,6,23,167
ART,1996-01-08 00:00:00,ART,1996-01-08 00:00:00,0.0,0.0,0.0,0,0,0
ART,1996-01-08 01:00:00,ART,1996-01-08 01:00:00,0.0,0.0,0.0,0,1,1
ART,1996-01-08 02:00:00,ART,1996-01-08 02:00:00,0.0,0.0,0.0,0,2,2
ART,1996-01-08 03:00:00,ART,1996-01-08 03:00:00,0.0,0.0,0.0,0,3,3
ART,1996-01-08 04:00:00,ART,1996-01-08 04:00:00,0.0,0.0,0.0,0,4,4
ART,1996-01-08 05:00:00,ART,1996-01-08 05:00:00,0.0,0.0,0.0,0,5,5
ART,1996-01-08 06:00:00,ART,1996-01-08 06:00:00,7.0,0.0,4.133333333333333,0,6,6
ART,1996-01-08 07:00:00,ART,1996-01-08 07:00:00,3.0,3.0,7.05,0,7,7
ART,1996-01-08 08:00:00,ART,1996-01-08 08:00:00,4.0,5.0,4.533333333333333,0,8,8
ART,1996-01-08 09:00:00,ART,1996-01-08 09:00:00,3.0,4.0,6.366666666666666,0,9,9
ART,1996-01-08 10:00:00,ART,1996-01-08 10:00:00,2.0,3.0,5.2666666666666675,0,10,10
ART,1996-01-08 11:00:00,ART,1996-01-08 11:00:00,3.0,4.0,2.6500000000000004,0,11,11
ART,1996-01-08 12:00:00,ART,1996-01-08 12:00:00,2.0,1.0,3.0333333333333337,0,12,12
ART,1996-01-08 13:00:00,ART,1996-01-08 13:00:00,2.0,2.0,3.95,0,13,13
ART,1996-01-08 14:00:00,ART,1996-01-08 14:00:00,1.0,4.0,2.3666666666666667,0,14,14
ART,1996-01-08 15:00:00,ART,1996-01-08 15:00:00,1.0,1.0,0.9833333333333334,0,15,15
ART,1996-01-08 16:00:00,ART,1996-01-08 16:00:00,0.0,0.0,1.0,0,16,16
ART,1996-01-08 17:00:00,ART,1996-01-08 17:00:00,0.0,1.0,0.25,0,17,17
ART,1996-01-08 18:00:00,ART,1996-01-08 18:00:00,0.0,0.0,0.0,0,18,18
ART,1996-01-08 19:00:00,ART,1996-01-08 19:00:00,0.0,0.0,0.0,0,19,19
ART,1996-01-08 20:00:00,ART,1996-01-08 20:00:00,0.0,0.0,0.0,0,20,20
ART,1996-01-08 21:00:00,ART,1996-01-08 21:00:00,0.0,0.0,0.0,0,21,21
ART,1996-01-08 22:00:00,ART,1996-01-08 22:00:00,0.0,0.0,0.0,0,22,22
ART,1996-01-08 23:00:00,ART,1996-01-08 23:00:00,0.0,0.0,0.0,0,23,23
ART,1996-01-09 00:00:00,ART,1996-01-09 00:00:00,0.0,0.0,0.0,1,0,24
ART,1996-01-09 01:00:00,ART,1996-01-09 01:00:00,0.0,0.0,0.0,1,1,25
ART,1996-01-09 02:00:00,ART,1996-01-09 02:00:00,0.0,0.0,0.0,1,2,26
ART,1996-01-09 03:00:00,ART,1996-01-09 03:00:00,0.0,0.0,0.0,1,3,27
ART,1996-01-09 04:00:00,ART,1996-01-09 04:00:00,0.0,0.0,0.0,1,4,28
ART,1996-01-09 05:00:00,ART,1996-01-09 05:00:00,0.0,0.0,0.0,1,5,29
ART,1996-01-09 06:00:00,ART,1996-01-09 06:00:00,2.0,0.0,0.2833333333333333,1,6,30
ART,1996-01-09 07:00:00,ART,1996-01-09 07:00:00,4.0,0.0,3.5500000000000003,1,7,31
ART,1996-01-09 08:00:00,ART,1996-01-09 08:00:00,4.0,7.0,6.833333333333333,1,8,32
ART,1996-01-09 09:00:00,ART,1996-01-09 09:00:00,3.0,1.0,2.716666666666667,1,9,33
ART,1996-01-09 10:00:00,ART,1996-01-09 10:00:00,3.0,3.0,4.9833333333333325,1,10,34
ART,1996-01-09 11:00:00,ART,1996-01-09 11:00:00,2.0,5.0,3.8,1,11,35
ART,1996-01-09 12:00:00,ART,1996-01-09 12:00:00,4.0,2.0,3.1999999999999997,1,12,36
ART,1996-01-09 13:00:00,ART,1996-01-09 13:00:00,2.0,3.0,2.833333333333333,1,13,37
ART,1996-01-09 14:00:00,ART,1996-01-09 14:00:00,1.0,1.0,2.716666666666667,1,14,38
ART,1996-01-09 15:00:00,ART,1996-01-09 15:00:00,1.0,2.0,2.3666666666666667,1,15,39
ART,1996-01-09 16:00:00,ART,1996-01-09 16:00:00,0.0,2.0,0.5,1,16,40
ART,1996-01-09 17:00:00,ART,1996-01-09 17:00:00,0.0,0.0,0.0,1,17,41
ART,1996-01-09 18:00:00,ART,1996-01-09 18:00:00,0.0,0.0,0.0,1,18,42
ART,1996-01-09 19:00:00,ART,1996-01-09 19:00:00,0.0,0.0,0.0,1,19,43
ART,1996-01-09 20:00:00,ART,1996-01-09 20:00:00,0.0,0.0,0.0,1,20,44
ART,1996-01-09 21:00:00,ART,1996-01-09 21:00:00,0.0,0.0,0.0,1,21,45
ART,1996-01-09 22:00:00,ART,1996-01-09 22:00:00,0.0,0.0,0.0,1,22,46
ART,1996-01-09 23:00:00,ART,1996-01-09 23:00:00,0.0,0.0,0.0,1,23,47
ART,1996-01-10 00:00:00,ART,1996-01-10 00:00:00,0.0,0.0,0.0,2,0,48
ART,1996-01-10 01:00:00,ART,1996-01-10 01:00:00,0.0,0.0,0.0,2,1,49
ART,1996-01-10 02:00:00,ART,1996-01-10 02:00:00,0.0,0.0,0.0,2,2,50
ART,1996-01-10 03:00:00,ART,1996-01-10 03:00:00,0.0,0.0,0.0,2,3,51
ART,1996-01-10 04:00:00,ART,1996-01-10 04:00:00,0.0,0.0,0.0,2,4,52
ART,1996-01-10 05:00:00,ART,1996-01-10 05:00:00,3.0,0.0,0.8,2,5,53
ART,1996-01-10 06:00:00,ART,1996-01-10 06:00:00,3.0,0.0,4.833333333333333,2,6,54
ART,1996-01-10 07:00:00,ART,1996-01-10 07:00:00,5.0,5.0,5.216666666666667,2,7,55
ART,1996-01-10 08:00:00,ART,1996-01-10 08:00:00,2.0,4.0,4.95,2,8,56
ART,1996-01-10 09:00:00,ART,1996-01-10 09:00:00,3.0,3.0,2.7,2,9,57
ART,1996-01-10 10:00:00,ART,1996-01-10 10:00:00,3.0,2.0,4.916666666666666,2,10,58
ART,1996-01-10 11:00:00,ART,1996-01-10 11:00:00,4.0,4.0,4.916666666666666,2,11,59
ART,1996-01-10 12:00:00,ART,1996-01-10 12:00:00,2.0,3.0,3.8333333333333335,2,12,60
ART,1996-01-10 13:00:00,ART,1996-01-10 13:00:00,0.0,3.0,2.083333333333333,2,13,61
ART,1996-01-10 14:00:00,ART,1996-01-10 14:00:00,0.0,1.0,0.75,2,14,62
ART,1996-01-10 15:00:00,ART,1996-01-10 15:00:00,0.0,0.0,0.0,2,15,63
ART,1996-01-10 16:00:00,ART,1996-01-10 16:00:00,0.0,0.0,0.0,2,16,64
ART,1996-01-10 17:00:00,ART,1996-01-10 17:00:00,0.0,0.0,0.0,2,17,65
ART,1996-01-10 18:00:00,ART,1996-01-10 18:00:00,0.0,0.0,0.0,2,18,66
ART,1996-01-10 19:00:00,ART,1996-01-10 19:00:00,0.0,0.0,0.0,2,19,67
ART,1996-01-10 20:00:00,ART,1996-01-10 20:00:00,0.0,0.0,0.0,2,20,68
ART,1996-01-10 21:00:00,ART,1996-01-10 21:00:00,0.0,0.0,0.0,2,21,69
ART,1996-01-10 22:00:00,ART,1996-01-10 22:00:00,0.0,0.0,0.0,2,22,70
ART,1996-01-10 23:00:00,ART,1996-01-10 23:00:00,0.0,0.0,0.0,2,23,71
ART,1996-01-11 00:00:00,ART,1996-01-11 00:00:00,0.0,0.0,0.0,3,0,72
ART,1996-01-11 01:00:00,ART,1996-01-11 01:00:00,0.0,0.0,0.0,3,1,73
ART,1996-01-11 02:00:00,ART,1996-01-11 02:00:00,0.0,0.0,0.0,3,2,74
ART,1996-01-11 03:00:00,ART,1996-01-11 03:00:00,0.0,0.0,0.0,3,3,75
ART,1996-01-11 04:00:00,ART,1996-01-11 04:00:00,0.0,0.0,0.0,3,4,76
ART,1996-01-11 05:00:00,ART,1996-01-11 05:00:00,3.0,0.0,0.6166666666666666,3,5,77
ART,1996-01-11 06:00:00,ART,1996-01-11 06:00:00,3.0,0.0,4.066666666666666,3,6,78
ART,1996-01-11 07:00:00,ART,1996-01-11 07:00:00,2.0,5.0,4.8500000000000005,3,7,79
ART,1996-01-11 08:00:00,ART,1996-01-11 08:00:00,5.0,2.0,4.550000000000001,3,8,80
ART,1996-01-11 09:00:00,ART,1996-01-11 09:00:00,3.0,3.0,5.0166666666666675,3,9,81
ART,1996-01-11 10:00:00,ART,1996-01-11 10:00:00,2.0,5.0,2.1666666666666665,3,10,82
ART,1996-01-11 11:00:00,ART,1996-01-11 11:00:00,6.0,1.0,4.800000000000001,3,11,83
ART,1996-01-11 12:00:00,ART,1996-01-11 12:00:00,1.0,3.0,7.1000000000000005,3,12,84
ART,1996-01-11 13:00:00,ART,1996-01-11 13:00:00,2.0,5.0,3.4499999999999997,3,13,85
ART,1996-01-11 14:00:00,ART,1996-01-11 14:00:00,3.0,3.0,3.4,3,14,86
ART,1996-01-11 15:00:00,ART,1996-01-11 15:00:00,0.0,2.0,1.75,3,15,87
ART,1996-01-11 16:00:00,ART,1996-01-11 16:00:00,0.0,1.0,0.16666666666666666,3,16,88
ART,1996-01-11 17:00:00,ART,1996-01-11 17:00:00,0.0,0.0,0.0,3,17,89
ART,1996-01-11 18:00:00,ART,1996-01-11 18:00:00,0.0,0.0,0.0,3,18,90
ART,1996-01-11 19:00:00,ART,1996-01-11 19:00:00,0.0,0.0,0.0,3,19,91
ART,1996-01-11 20:00:00,ART,1996-01-11 20:00:00,0.0,0.0,0.0,3,20,92
ART,1996-01-11 21:00:00,ART,1996-01-11 21:00:00,0.0,0.0,0.0,3,21,93
ART,1996-01-11 22:00:00,ART,1996-01-11 22:00:00,0.0,0.0,0.0,3,22,94
ART,1996-01-11 23:00:00,ART,1996-01-11 23:00:00,0.0,0.0,0.0,3,23,95
ART,1996-01-12 00:00:00,ART,1996-01-12 00:00:00,0.0,0.0,0.0,4,0,96
ART,1996-01-12 01:00:00,ART,1996-01-12 01:00:00,0.0,0.0,0.0,4,1,97
ART,1996-01-12 02:00:00,ART,1996-01-12 02:00:00,0.0,0.0,0.0,4,2,98
ART,1996-01-12 03:00:00,ART,1996-01-12 03:00:00,0.0,0.0,0.0,4,3,99
ART,1996-01-12 04:00:00,ART,1996-01-12 04:00:00,0.0,0.0,0.0,4,4,100
ART,1996-01-12 05:00:00,ART,1996-01-12 05:00:00,2.0,0.0,0.3666666666666667,4,5,101
ART,1996-01-12 06:00:00,ART,1996-01-12 06:00:00,5.0,0.0,3.6166666666666667,4,6,102
ART,1996-01-12 07:00:00,ART,1996-01-12 07:00:00,2.0,6.0,2.75,4,7,103
ART,1996-01-12 08:00:00,ART,1996-01-12 08:00:00,3.0,1.0,4.066666666666667,4,8,104
ART,1996-01-12 09:00:00,ART,1996-01-12 09:00:00,1.0,4.0,3.0999999999999996,4,9,105
ART,1996-01-12 10:00:00,ART,1996-01-12 10:00:00,5.0,2.0,3.3833333333333337,4,10,106
ART,1996-01-12 11:00:00,ART,1996-01-12 11:00:00,1.0,4.0,4.533333333333333,4,11,107
ART,1996-01-12 12:00:00,ART,1996-01-12 12:00:00,5.0,2.0,3.3666666666666667,4,12,108
ART,1996-01-12 13:00:00,ART,1996-01-12 13:00:00,2.0,2.0,4.933333333333334,4,13,109
ART,1996-01-12 14:00:00,ART,1996-01-12 14:00:00,1.0,3.0,3.133333333333333,4,14,110
ART,1996-01-12 15:00:00,ART,1996-01-12 15:00:00,0.0,3.0,1.0,4,15,111
ART,1996-01-12 16:00:00,ART,1996-01-12 16:00:00,1.0,0.0,0.36666666666666664,4,16,112
ART,1996-01-12 17:00:00,ART,1996-01-12 17:00:00,0.0,1.0,0.75,4,17,113
ART,1996-01-12 18:00:00,ART,1996-01-12 18:00:00,0.0,0.0,0.0,4,18,114
ART,1996-01-12 19:00:00,ART,1996-01-12 19:00:00,0.0,0.0,0.0,4,19,115
ART,1996-01-12 20:00:00,ART,1996-01-12 20:00:00,0.0,0.0,0.0,4,20,116
ART,1996-01-12 21:00:00,ART,1996-01-12 21:00:00,0.0,0.0,0.0,4,21,117
ART,1996-01-12 22:00:00,ART,1996-01-12 22:00:00,0.0,0.0,0.0,4,22,118
ART,1996-01-12 23:00:00,ART,1996-01-12 23:00:00,0.0,0.0,0.0,4,23,119
ART,1996-01-13 00:00:00,ART,1996-01-13 00:00:00,0.0,0.0,0.0,5,0,120
ART,1996-01-13 01:00:00,ART,1996-01-13 01:00:00,0.0,0.0,0.0,5,1,121
ART,1996-01-13 02:00:00,ART,1996-01-13 02:00:00,0.0,0.0,0.0,5,2,122
ART,1996-01-13 03:00:00,ART,1996-01-13 03:00:00,0.0,0.0,0.0,5,3,123
ART,1996-01-13 04:00:00,ART,1996-01-13 04:00:00,0.0,0.0,0.0,5,4,124
ART,1996-01-13 05:00:00,ART,1996-01-13 05:00:00,0.0,0.0,0.0,5,5,125
ART,1996-01-13 06:00:00,ART,1996-01-13 06:00:00,0.0,0.0,0.0,5,6,126
ART,1996-01-13 07:00:00,ART,1996-01-13 07:00:00,0.0,0.0,0.0,5,7,127
