PatType,TheDateTime,Arrivals,Exits,Occupancy,DayType,TheWeekDay,TheTime,TheDate,UsedIt,deltaArr,deltaExit,deltaOcc
ART,35112.33333,0,0,0,Weekend,7,0.333333333,35112,-1,0,0,0
ART,35112.375,0,0,0,Weekend,7,0.375,35112,-1,0,0,0
ART,35112.41667,0,0,0,Weekend,7,0.416666667,35112,-1,0,0,0
ART,35112.45833,0,0,0,Weekend,7,0.458333333,35112,-1,0,0,0
ART,35112.5,0,0,0,Weekend,7,0.5,35112,-1,0,0,0
ART,35112.54167,0,0,0,Weekend,7,0.541666667,35112,-1,0,0,0
ART,35112.58333,0,0,0,Weekend,7,0.583333333,35112,-1,0,0,0
ART,35112.625,0,0,0,Weekend,7,0.625,35112,-1,0,0,0
ART,35112.66667,0,0,0,Weekend,7,0.666666667,35112,-1,0,0,0
ART,35112.70833,0,0,0,Weekend,7,0.708333333,35112,-1,0,0,0
ART,35112.75,0,0,0,Weekend,7,0.75,35112,-1,0,0,0
ART,35112.79167,0,0,0,Weekend,7,0.791666667,35112,-1,0,0,0
ART,35112.83333,0,0,0,Weekend,7,0.833333333,35112,-1,0,0,0
ART,35112.875,0,0,0,Weekend,7,0.875,35112,-1,0,0,0
ART,35112.91667,0,0,0,Weekend,7,0.916666667,35112,-1,0,0,0
ART,35112.95833,0,0,0,Weekend,7,0.958333333,35112,-1,0,0,0
ART,35113,0,0,0,Weekend,1,0,35113,-1,0,0,0
ART,35113.04167,0,0,0,Weekend,1,0.041666667,35113,-1,0,0,0
ART,35113.08333,0,0,0,Weekend,1,0.083333333,35113,-1,0,0,0
ART,35113.125,0,0,0,Weekend,1,0.125,35113,-1,0,0,0
ART,35113.16667,0,0,0,Weekend,1,0.166666667,35113,-1,0,0,0
ART,35113.20833,0,0,0,Weekend,1,0.208333333,35113,-1,0,0,0
ART,35113.25,0,0,0,Weekend,1,0.25,35113,-1,0,0,0
ART,35113.29167,0,0,0,Weekend,1,0.291666667,35113,-1,0,0,0
ART,35113.33333,0,0,0,Weekend,1,0.333333333,35113,-1,0,0,0
ART,35113.375,0,0,0,Weekend,1,0.375,35113,-1,0,0,0
ART,35113.41667,0,0,0,Weekend,1,0.416666667,35113,-1,0,0,0
ART,35113.45833,0,0,0,Weekend,1,0.458333333,35113,-1,0,0,0
ART,35113.5,0,0,0,Weekend,1,0.5,35113,-1,0,0,0
ART,35113.54167,0,0,0,Weekend,1,0.541666667,35113,-1,0,0,0
ART,35113.58333,0,0,0,Weekend,1,0.583333333,35113,-1,0,0,0
ART,35113.625,0,0,0,Weekend,1,0.625,35113,-1,0,0,0
ART,35113.66667,0,0,0,Weekend,1,0.666666667,35113,-1,0,0,0
ART,35113.70833,0,0,0,Weekend,1,0.708333333,35113,-1,0,0,0
ART,35113.75,0,0,0,Weekend,1,0.75,35113,-1,0,0,0
ART,35113.79167,0,0,0,Weekend,1,0.791666667,35113,-1,0,0,0
ART,35113.83333,0,0,0,Weekend,1,0.833333333,35113,-1,0,0,0
ART,35113.875,0,0,0,Weekend,1,0.875,35113,-1,0,0,0
ART,35113.91667,0,0,0,Weekend,1,0.916666667,35113,-1,0,0,0
ART,35113.95833,0,0,0,Weekend,1,0.958333333,35113,-1,0,0,0
ART,35114,0,0,0,Weekday,2,0,35114,-1,0,0,0
ART,35114.04167,0,0,0,Weekday,2,0.041666667,35114,-1,0,0,0
ART,35114.08333,0,0,0,Weekday,2,0.083333333,35114,-1,0,0,0
ART,35114.125,0,0,0,Weekday,2,0.125,35114,-1,0,0,0
ART,35114.16667,0,0,0,Weekday,2,0.166666667,35114,-1,0,0,0
ART,35114.20833,4,0,1.633333333,Weekday,2,0.208333333,35114,-1,0,0,-1.10134E-13
ART,35114.25,4,0,5.966666667,Weekday,2,0.25,35114,-1,0,0,-2.60236E-13
ART,35114.29167,7,5,9.233333333,Weekday,2,0.291666667,35114,-1,0,0,-2.4869E-13
ART,35114.33333,6,7,9.05,Weekday,2,0.333333333,35114,-1,1,1,-1.79412E-13
ART,35114.375,3,6,7.333333333,Weekday,2,0.375,35114,-1,-1,-1,7.01661E-14
ART,35114.41667,6,5,5.633333333,Weekday,2,0.416666667,35114,-1,0,0,-1.10134E-13
ART,35114.45833,2,4,7.15,Weekday,2,0.458333333,35114,-1,0,1,-1
ART,35114.5,5,5,3.566666667,Weekday,2,0.5,35114,-1,0,-1,5.01821E-14
ART,35114.54167,0,2,4.083333333,Weekday,2,0.541666667,35114,-1,0,2,-2
ART,35114.58333,1,3,1.433333333,Weekday,2,0.583333333,35114,-1,0,-1,1.60094E-13
ART,35114.625,0,1,0,Weekday,2,0.625,35114,-1,0,-1,0
ART,35114.66667,0,0,0,Weekday,2,0.666666667,35114,-1,0,0,0
ART,35114.70833,0,0,0,Weekday,2,0.708333333,35114,-1,0,0,0
ART,35114.75,0,0,0,Weekday,2,0.75,35114,-1,0,0,0
ART,35114.79167,0,0,0,Weekday,2,0.791666667,35114,-1,0,0,0
ART,35114.83333,0,0,0,Weekday,2,0.833333333,35114,-1,0,0,0
ART,35114.875,0,0,0,Weekday,2,0.875,35114,-1,0,0,0
ART,35114.91667,0,0,0,Weekday,2,0.916666667,35114,-1,0,0,0
ART,35114.95833,0,0,0,Weekday,2,0.958333333,35114,-1,0,0,0
ART,35115,0,0,0,Weekday,3,0,35115,-1,0,0,0
ART,35115.04167,0,0,0,Weekday,3,0.041666667,35115,-1,0,0,0
ART,35115.08333,0,0,0,Weekday,3,0.083333333,35115,-1,0,0,0
ART,35115.125,0,0,0,Weekday,3,0.125,35115,-1,0,0,0
ART,35115.16667,0,0,0,Weekday,3,0.166666667,35115,-1,0,0,0
ART,35115.20833,0,0,0,Weekday,3,0.208333333,35115,-1,0,0,0
ART,35115.25,2,0,0.483333333,Weekday,3,0.25,35115,-1,0,0,2.11997E-13
ART,35115.29167,5,0,4.45,Weekday,3,0.291666667,35115,-1,0,0,1.803E-13
ART,35115.33333,1,6,5.783333333,Weekday,3,0.333333333,35115,-1,0,0,-2.00728E-13
ART,35115.375,5,1,3.5,Weekday,3,0.375,35115,-1,0,1,-1
ART,35115.41667,3,2,5.766666667,Weekday,3,0.416666667,35115,-1,0,2,-3
ART,35115.45833,4,5,5.366666667,Weekday,3,0.458333333,35115,-1,0,-2,-1
ART,35115.5,4,4,5.316666667,Weekday,3,0.5,35115,-1,0,1,-2
ART,35115.54167,1,3,4.016666667,Weekday,3,0.541666667,35115,-1,0,-2,1.06581E-14
ART,35115.58333,1,4,1.6,Weekday,3,0.583333333,35115,-1,0,0,-1.4988E-13
ART,35115.625,0,1,0.5,Weekday,3,0.625,35115,-1,0,0,0
ART,35115.66667,0,0,0,Weekday,3,0.666666667,35115,-1,0,0,0
ART,35115.70833,0,0,0,Weekday,3,0.708333333,35115,-1,0,0,0
ART,35115.75,0,0,0,Weekday,3,0.75,35115,-1,0,0,0
ART,35115.79167,0,0,0,Weekday,3,0.791666667,35115,-1,0,0,0
ART,35115.83333,0,0,0,Weekday,3,0.833333333,35115,-1,0,0,0
ART,35115.875,0,0,0,Weekday,3,0.875,35115,-1,0,0,0
ART,35115.91667,0,0,0,Weekday,3,0.916666667,35115,-1,0,0,0
ART,35115.95833,0,0,0,Weekday,3,0.958333333,35115,-1,0,0,0
ART,35116,0,0,0,Weekday,4,0,35116,-1,0,0,0
ART,35116.04167,0,0,0,Weekday,4,0.041666667,35116,-1,0,0,0
ART,35116.08333,0,0,0,Weekday,4,0.083333333,35116,-1,0,0,0
ART,35116.125,0,0,0,Weekday,4,0.125,35116,-1,0,0,0
ART,35116.16667,0,0,0,Weekday,4,0.166666667,35116,-1,0,0,0
ART,35116.20833,3,0,1.166666667,Weekday,4,0.208333333,35116,-1,0,0,-7.99361E-14
ART,35116.25,5,0,5.483333333,Weekday,4,0.25,35116,-1,0,0,-2.50466E-13
ART,35116.29167,3,4,8.583333333,Weekday,4,0.291666667,35116,-1,0,2,-2
ART,35116.33333,4,6,5.1,Weekday,4,0.333333333,35116,-1,0,-2,-1.40332E-13
ART,35116.375,3,4,4.9,Weekday,4,0.375,35116,-1,0,0,-8.9706E-14
ART,35116.41667,3,1,4.866666667,Weekday,4,0.416666667,35116,-1,0,1,-1
ART,35116.45833,3,5,4.133333333,Weekday,4,0.458333333,35116,-1,0,-1,1.19904E-13
ART,35116.5,1,3,2.9,Weekday,4,0.5,35116,-1,0,0,-9.01501E-14
ART,35116.54167,2,2,1.8,Weekday,4,0.541666667,35116,-1,0,0,-1.79856E-13
ART,35116.58333,0,1,1.583333333,Weekday,4,0.583333333,35116,-1,0,1,-1
ART,35116.625,0,1,0,Weekday,4,0.625,35116,-1,0,-1,0
ART,35116.66667,0,0,0,Weekday,4,0.666666667,35116,-1,0,0,0
ART,35116.70833,0,0,0,Weekday,4,0.708333333,35116,-1,0,0,0
ART,35116.75,0,0,0,Weekday,4,0.75,35116,-1,0,0,0
ART,35116.79167,0,0,0,Weekday,4,0.791666667,35116,-1,0,0,0
ART,35116.83333,0,0,0,Weekday,4,0.833333333,35116,-1,0,0,0
ART,35116.875,0,0,0,Weekday,4,0.875,35116,-1,0,0,0
ART,35116.91667,0,0,0,Weekday,4,0.916666667,35116,-1,0,0,0
ART,35116.95833,0,0,0,Weekday,4,0.958333333,35116,-1,0,0,0
ART,35117,0,0,0,Weekday,5,0,35117,-1,0,0,0
ART,35117.04167,0,0,0,Weekday,5,0.041666667,35117,-1,0,0,0
ART,35117.08333,0,0,0,Weekday,5,0.083333333,35117,-1,0,0,0
ART,35117.125,0,0,0,Weekday,5,0.125,35117,-1,0,0,0
ART,35117.16667,0,0,0,Weekday,5,0.166666667,35117,-1,0,0,0
ART,35117.20833,3,0,0.733333333,Weekday,5,0.208333333,35117,-1,0,0,-1.5099E-14
ART,35117.25,3,0,4.066666667,Weekday,5,0.25,35117,-1,0,0,-1.69642E-13
ART,35117.29167,2,2,5.933333333,Weekday,5,0.291666667,35117,-1,0,0,1.59872E-13
ART,35117.33333,5,5,6.2,Weekday,5,0.333333333,35117,-1,0,1,-1
ART,35117.375,4,5,4.916666667,Weekday,5,0.375,35117,-1,0,-1,-3.09974E-13
ART,35117.41667,5,3,5.5,Weekday,5,0.416666667,35117,-1,0,0,2.30038E-13
ART,35117.45833,1,3,5.983333333,Weekday,5,0.458333333,35117,-1,0,0,-2.04281E-14
ART,35117.5,1,5,2.983333333,Weekday,5,0.5,35117,-1,0,0,-1.9984E-14
ART,35117.54167,2,0,2.216666667,Weekday,5,0.541666667,35117,-1,0,0,-3.9968E-14
ART,35117.58333,2,2,2.733333333,Weekday,5,0.583333333,35117,-1,0,0,2.10054E-13
ART,35117.625,1,2,2.583333333,Weekday,5,0.625,35117,-1,0,0,6.9722E-14
ART,35117.66667,0,1,1.083333333,Weekday,5,0.666666667,35117,-1,0,0,6.99441E-14
ART,35117.70833,0,1,0.083333333,Weekday,5,0.708333333,35117,-1,0,0,7.58005E-14
ART,35117.75,0,0,0,Weekday,5,0.75,35117,-1,0,0,0
ART,35117.79167,0,0,0,Weekday,5,0.791666667,35117,-1,0,0,0
ART,35117.83333,0,0,0,Weekday,5,0.833333333,35117,-1,0,0,0
ART,35117.875,0,0,0,Weekday,5,0.875,35117,-1,0,0,0
ART,35117.91667,0,0,0,Weekday,5,0.916666667,35117,-1,0,0,0
ART,35117.95833,0,0,0,Weekday,5,0.958333333,35117,-1,0,0,0
ART,35118,0,0,0,Weekday,6,0,35118,-1,0,0,0
ART,35118.04167,0,0,0,Weekday,6,0.041666667,35118,-1,0,0,0
ART,35118.08333,0,0,0,Weekday,6,0.083333333,35118,-1,0,0,0
ART,35118.125,0,0,0,Weekday,6,0.125,35118,-1,0,0,0
ART,35118.16667,0,0,0,Weekday,6,0.166666667,35118,-1,0,0,0
ART,35118.20833,1,0,0.05,Weekday,6,0.208333333,35118,-1,0,0,4.55053E-14
ART,35118.25,8,0,4,Weekday,6,0.25,35118,-1,0,0,-2.40252E-13
ART,35118.29167,6,4,9.733333333,Weekday,6,0.291666667,35118,-1,0,2,-2
ART,35118.33333,2,6,7.8,Weekday,6,0.333333333,35118,-1,1,-1,2.70006E-13
ART,35118.375,6,5,7.333333333,Weekday,6,0.375,35118,-1,-1,0,-1
ART,35118.41667,2,7,6.183333333,Weekday,6,0.416666667,35118,-1,0,-1,-6.03961E-14
ART,35118.45833,4,2,4.816666667,Weekday,6,0.458333333,35118,-1,0,0,5.06262E-14
ART,35118.5,4,3,5.35,Weekday,6,0.5,35118,-1,0,0,-1.40332E-13
ART,35118.54167,2,5,3.766666667,Weekday,6,0.541666667,35118,-1,0,0,9.76996E-15
ART,35118.58333,0,2,2.25,Weekday,6,0.583333333,35118,-1,0,0,0
ART,35118.625,0,1,0.416666667,Weekday,6,0.625,35118,-1,0,0,-7.59948E-14
ART,35118.66667,0,0,0,Weekday,6,0.666666667,35118,-1,0,0,0
ART,35118.70833,0,0,0,Weekday,6,0.708333333,35118,-1,0,0,0
ART,35118.75,0,0,0,Weekday,6,0.75,35118,-1,0,0,0
ART,35118.79167,0,0,0,Weekday,6,0.791666667,35118,-1,0,0,0
ART,35118.83333,0,0,0,Weekday,6,0.833333333,35118,-1,0,0,0
ART,35118.875,0,0,0,Weekday,6,0.875,35118,-1,0,0,0
ART,35118.91667,0,0,0,Weekday,6,0.916666667,35118,-1,0,0,0
ART,35118.95833,0,0,0,Weekday,6,0.958333333,35118,-1,0,0,0
ART,35119,0,0,0,Weekend,7,0,35119,-1,0,0,0
ART,35119.04167,0,0,0,Weekend,7,0.041666667,35119,-1,0,0,0
ART,35119.08333,0,0,0,Weekend,7,0.083333333,35119,-1,0,0,0
ART,35119.125,0,0,0,Weekend,7,0.125,35119,-1,0,0,0
ART,35119.16667,0,0,0,Weekend,7,0.166666667,35119,-1,0,0,0
ART,35119.20833,0,0,0,Weekend,7,0.208333333,35119,-1,0,0,0
ART,35119.25,0,0,0,Weekend,7,0.25,35119,-1,0,0,0
ART,35119.29167,0,0,0,Weekend,7,0.291666667,35119,-1,0,0,0
ART,35119.33333,0,0,0,Weekend,7,0.333333333,35119,-1,0,0,0
ART,35119.375,0,0,0,Weekend,7,0.375,35119,-1,0,0,0
ART,35119.41667,0,0,0,Weekend,7,0.416666667,35119,-1,0,0,0
ART,35119.45833,0,0,0,Weekend,7,0.458333333,35119,-1,0,0,0
ART,35119.5,0,0,0,Weekend,7,0.5,35119,-1,0,0,0
ART,35119.54167,0,0,0,Weekend,7,0.541666667,35119,-1,0,0,0
ART,35119.58333,0,0,0,Weekend,7,0.583333333,35119,-1,0,0,0
ART,35119.625,0,0,0,Weekend,7,0.625,35119,-1,0,0,0
ART,35119.66667,0,0,0,Weekend,7,0.666666667,35119,-1,0,0,0
ART,35119.70833,0,0,0,Weekend,7,0.708333333,35119,-1,0,0,0
ART,35119.75,0,0,0,Weekend,7,0.75,35119,-1,0,0,0
ART,35119.79167,0,0,0,Weekend,7,0.791666667,35119,-1,0,0,0
ART,35119.83333,0,0,0,Weekend,7,0.833333333,35119,-1,0,0,0
ART,35119.875,0,0,0,Weekend,7,0.875,35119,-1,0,0,0
ART,35119.91667,0,0,0,Weekend,7,0.916666667,35119,-1,0,0,0
ART,35119.95833,0,0,0,Weekend,7,0.958333333,35119,-1,0,0,0
ART,35120,0,0,0,Weekend,1,0,35120,-1,0,0,0
ART,35120.04167,0,0,0,Weekend,1,0.041666667,35120,-1,0,0,0
ART,35120.08333,0,0,0,Weekend,1,0.083333333,35120,-1,0,0,0
ART,35120.125,0,0,0,Weekend,1,0.125,35120,-1,0,0,0
ART,35120.16667,0,0,0,Weekend,1,0.166666667,35120,-1,0,0,0
ART,35120.20833,0,0,0,Weekend,1,0.208333333,35120,-1,0,0,0
ART,35120.25,0,0,0,Weekend,1,0.25,35120,-1,0,0,0
ART,35120.29167,0,0,0,Weekend,1,0.291666667,35120,-1,0,0,0
ART,35120.33333,0,0,0,Weekend,1,0.333333333,35120,-1,0,0,0
ART,35120.375,0,0,0,Weekend,1,0.375,35120,-1,0,0,0
ART,35120.41667,0,0,0,Weekend,1,0.416666667,35120,-1,0,0,0
ART,35120.45833,0,0,0,Weekend,1,0.458333333,35120,-1,0,0,0
ART,35120.5,0,0,0,Weekend,1,0.5,35120,-1,0,0,0
ART,35120.54167,0,0,0,Weekend,1,0.541666667,35120,-1,0,0,0
ART,35120.58333,0,0,0,Weekend,1,0.583333333,35120,-1,0,0,0
ART,35120.625,0,0,0,Weekend,1,0.625,35120,-1,0,0,0
ART,35120.66667,0,0,0,Weekend,1,0.666666667,35120,-1,0,0,0
ART,35120.70833,0,0,0,Weekend,1,0.708333333,35120,-1,0,0,0
ART,35120.75,0,0,0,Weekend,1,0.75,35120,-1,0,0,0
ART,35120.79167,0,0,0,Weekend,1,0.791666667,35120,-1,0,0,0
ART,35120.83333,0,0,0,Weekend,1,0.833333333,35120,-1,0,0,0
ART,35120.875,0,0,0,Weekend,1,0.875,35120,-1,0,0,0
ART,35120.91667,0,0,0,Weekend,1,0.916666667,35120,-1,0,0,0
ART,35120.95833,0,0,0,Weekend,1,0.958333333,35120,-1,0,0,0
ART,35121,0,0,0,Weekday,2,0,35121,-1,0,0,0
ART,35121.04167,0,0,0,Weekday,2,0.041666667,35121,-1,0,0,0
ART,35121.08333,0,0,0,Weekday,2,0.083333333,35121,-1,0,0,0
ART,35121.125,0,0,0,Weekday,2,0.125,35121,-1,0,0,0
ART,35121.16667,0,0,0,Weekday,2,0.166666667,35121,-1,0,0,0
ART,35121.20833,2,0,0.5,Weekday,2,0.208333333,35121,-1,0,0,0
ART,35121.25,5,0,4.366666667,Weekday,2,0.25,35121,-1,0,0,1.00364E-13
ART,35121.29167,3,3,8.133333333,Weekday,2,0.291666667,35121,-1,0,0,-1.10134E-13
ART,35121.33333,4,5,3.916666667,Weekday,2,0.333333333,35121,-1,0,0,1.39888E-13
ART,35121.375,1,2,5.3,Weekday,2,0.375,35121,-1,0,1,-1
ART,35121.41667,6,5,4.45,Weekday,2,0.416666667,35121,-1,0,-1,-5.9508E-14
ART,35121.45833,2,4,5.383333333,Weekday,2,0.458333333,35121,-1,0,0,1.19904E-13
ART,35121.5,1,2,4.033333333,Weekday,2,0.5,35121,-1,1,0,0.833333333
ART,35121.54167,4,4,3.3,Weekday,2,0.541666667,35121,-1,-1,0,-0.833333333
ART,35121.58333,0,1,2.666666667,Weekday,2,0.583333333,35121,-1,0,0,-7.99361E-14
ART,35121.625,0,2,0.416666667,Weekday,2,0.625,35121,-1,0,0,1.51046E-13
ART,35121.66667,0,0,0,Weekday,2,0.666666667,35121,-1,0,0,0
ART,35121.70833,0,0,0,Weekday,2,0.708333333,35121,-1,0,0,0
ART,35121.75,0,0,0,Weekday,2,0.75,35121,-1,0,0,0
ART,35121.79167,0,0,0,Weekday,2,0.791666667,35121,-1,0,0,0
ART,35121.83333,0,0,0,Weekday,2,0.833333333,35121,-1,0,0,0
ART,35121.875,0,0,0,Weekday,2,0.875,35121,-1,0,0,0
ART,35121.91667,0,0,0,Weekday,2,0.916666667,35121,-1,0,0,0
ART,35121.95833,0,0,0,Weekday,2,0.958333333,35121,-1,0,0,0
ART,35122,0,0,0,Weekday,3,0,35122,-1,0,0,0
ART,35122.04167,0,0,0,Weekday,3,0.041666667,35122,-1,0,0,0
ART,35122.08333,0,0,0,Weekday,3,0.083333333,35122,-1,0,0,0
ART,35122.125,0,0,0,Weekday,3,0.125,35122,-1,0,0,0
ART,35122.16667,0,0,0,Weekday,3,0.166666667,35122,-1,0,0,0
ART,35122.20833,0,0,0,Weekday,3,0.208333333,35122,-1,0,0,0
ART,35122.25,2,0,0.583333333,Weekday,3,0.25,35122,-1,0,0,-1.5199E-13
ART,35122.29167,7,0,4.383333333,Weekday,3,0.291666667,35122,-1,0,0,-3.40172E-13
ART,35122.33333,2,6,8.633333333,Weekday,3,0.333333333,35122,-1,0,0,1.19016E-13
ART,35122.375,5,4,4.983333333,Weekday,3,0.375,35122,-1,0,0,-2.50466E-13
ART,35122.41667,5,4,6.3,Weekday,3,0.416666667,35122,-1,0,2,-2
ART,35122.45833,4,4,6.3,Weekday,3,0.458333333,35122,-1,0,-2,4.9738E-14
ART,35122.5,2,2,7.45,Weekday,3,0.5,35122,-1,0,2,-2
ART,35122.54167,3,7,4.45,Weekday,3,0.541666667,35122,-1,0,-2,-5.00044E-13
ART,35122.58333,0,1,2.833333333,Weekday,3,0.583333333,35122,-1,0,0,6.9722E-14
ART,35122.625,0,1,1.166666667,Weekday,3,0.625,35122,-1,0,0,-7.99361E-14
ART,35122.66667,0,1,0.083333333,Weekday,3,0.666666667,35122,-1,0,0,7.58005E-14
ART,35122.70833,0,0,0,Weekday,3,0.708333333,35122,-1,0,0,0
ART,35122.75,0,0,0,Weekday,3,0.75,35122,-1,0,0,0
ART,35122.79167,0,0,0,Weekday,3,0.791666667,35122,-1,0,0,0
ART,35122.83333,0,0,0,Weekday,3,0.833333333,35122,-1,0,0,0
ART,35122.875,0,0,0,Weekday,3,0.875,35122,-1,0,0,0
ART,35122.91667,0,0,0,Weekday,3,0.916666667,35122,-1,0,0,0
ART,35122.95833,0,0,0,Weekday,3,0.958333333,35122,-1,0,0,0
ART,35123,0,0,0,Weekday,4,0,35123,-1,0,0,0
ART,35123.04167,0,0,0,Weekday,4,0.041666667,35123,-1,0,0,0
ART,35123.08333,0,0,0,Weekday,4,0.083333333,35123,-1,0,0,0
ART,35123.125,0,0,0,Weekday,4,0.125,35123,-1,0,0,0
ART,35123.16667,0,0,0,Weekday,4,0.166666667,35123,-1,0,0,0
ART,35123.20833,0,0,0,Weekday,4,0.208333333,35123,-1,0,0,0
ART,35123.25,7,0,3.35,Weekday,4,0.25,35123,-1,0,0,-1.50102E-13
ART,35123.29167,2,4,6.933333333,Weekday,4,0.291666667,35123,-1,0,2,-2
ART,35123.33333,3,2,4.183333333,Weekday,4,0.333333333,35123,-1,0,-2,-6.03961E-14
ART,35123.375,1,3,3.283333333,Weekday,4,0.375,35123,-1,0,0,2.50022E-13
ART,35123.41667,2,3,2.816666667,Weekday,4,0.416666667,35123,-1,1,0,1
ART,35123.45833,6,2,4.716666667,Weekday,4,0.458333333,35123,-1,-1,0,-3.9968E-14
ART,35123.5,0,4,4.833333333,Weekday,4,0.5,35123,-1,0,1,-1
ART,35123.54167,2,3,1.65,Weekday,4,0.541666667,35123,-1,0,-1,-9.01501E-14
ART,35123.58333,2,1,2.9,Weekday,4,0.583333333,35123,-1,0,1,-1
ART,35123.625,0,3,1.166666667,Weekday,4,0.625,35123,-1,0,-1,1.4011E-13
ART,35123.66667,0,0,0,Weekday,4,0.666666667,35123,-1,0,0,0
ART,35123.70833,0,0,0,Weekday,4,0.708333333,35123,-1,0,0,0
ART,35123.75,0,0,0,Weekday,4,0.75,35123,-1,0,0,0
ART,35123.79167,0,0,0,Weekday,4,0.791666667,35123,-1,0,0,0
ART,35123.83333,0,0,0,Weekday,4,0.833333333,35123,-1,0,0,0
ART,35123.875,0,0,0,Weekday,4,0.875,35123,-1,0,0,0
ART,35123.91667,0,0,0,Weekday,4,0.916666667,35123,-1,0,0,0
ART,35123.95833,0,0,0,Weekday,4,0.958333333,35123,-1,0,0,0
ART,35124,0,0,0,Weekday,5,0,35124,-1,0,0,0
ART,35124.04167,0,0,0,Weekday,5,0.041666667,35124,-1,0,0,0
ART,35124.08333,0,0,0,Weekday,5,0.083333333,35124,-1,0,0,0
ART,35124.125,0,0,0,Weekday,5,0.125,35124,-1,0,0,0
ART,35124.16667,0,0,0,Weekday,5,0.166666667,35124,-1,0,0,0
ART,35124.20833,2,0,0.733333333,Weekday,5,0.208333333,35124,-1,0,0,-1.5099E-14
ART,35124.25,7,0,4.483333333,Weekday,5,0.25,35124,-1,0,0,-2.04281E-14
ART,35124.29167,3,4,9.283333333,Weekday,5,0.291666667,35124,-1,0,3,-3
ART,35124.33333,4,5,5.233333333,Weekday,5,0.333333333,35124,-1,0,-3,-2.04281E-14
ART,35124.375,2,3,5.583333333,Weekday,5,0.375,35124,-1,0,2,-2
ART,35124.41667,3,3,4.366666667,Weekday,5,0.416666667,35124,-1,0,-2,1.00364E-13
ART,35124.45833,2,4,4.483333333,Weekday,5,0.458333333,35124,-1,0,0,2.0961E-13
ART,35124.5,4,2,5.433333333,Weekday,5,0.5,35124,-1,0,1,-1
ART,35124.54167,1,4,4.2,Weekday,5,0.541666667,35124,-1,0,-1,-4.9738E-14
ART,35124.58333,1,2,1.8,Weekday,5,0.583333333,35124,-1,0,0,3.9968E-14
ART,35124.625,0,1,1.333333333,Weekday,5,0.625,35124,-1,0,0,6.99441E-14
ART,35124.66667,0,1,0.25,Weekday,5,0.666666667,35124,-1,0,0,0
ART,35124.70833,0,0,0,Weekday,5,0.708333333,35124,-1,0,0,0
ART,35124.75,0,0,0,Weekday,5,0.75,35124,-1,0,0,0
ART,35124.79167,0,0,0,Weekday,5,0.791666667,35124,-1,0,0,0
ART,35124.83333,0,0,0,Weekday,5,0.833333333,35124,-1,0,0,0
ART,35124.875,0,0,0,Weekday,5,0.875,35124,-1,0,0,0
ART,35124.91667,0,0,0,Weekday,5,0.916666667,35124,-1,0,0,0
ART,35124.95833,0,0,0,Weekday,5,0.958333333,35124,-1,0,0,0
ART,35125,0,0,0,Weekday,6,0,35125,-1,0,0,0
ART,35125.04167,0,0,0,Weekday,6,0.041666667,35125,-1,0,0,0
ART,35125.08333,0,0,0,Weekday,6,0.083333333,35125,-1,0,0,0
ART,35125.125,0,0,0,Weekday,6,0.125,35125,-1,0,0,0
ART,35125.16667,0,0,0,Weekday,6,0.166666667,35125,-1,0,0,0
ART,35125.20833,1,0,0.25,Weekday,6,0.208333333,35125,-1,0,0,0
ART,35125.25,8,0,4.616666667,Weekday,6,0.25,35125,-1,0,0,1.00364E-13
ART,35125.29167,3,4,9.6,Weekday,6,0.291666667,35125,-1,0,2,-2
ART,35125.33333,4,6,6.716666667,Weekday,6,0.333333333,35125,-1,0,-1,-1
ART,35125.375,7,5,6.016666667,Weekday,6,0.375,35125,-1,0,-1,1.06581E-14
ART,35125.41667,5,5,9.7,Weekday,6,0.416666667,35125,-1,0,0,1.79412E-13
ART,35125.45833,0,4,5.666666667,Weekday,6,0.458333333,35125,-1,0,0,-7.99361E-14
ART,35125.5,6,5,4.616666667,Weekday,6,0.5,35125,-1,0,0,1.00364E-13
ART,35125.54167,3,3,4.716666667,Weekday,6,0.541666667,35125,-1,0,0,-3.9968E-14
ART,35125.58333,1,3,3.7,Weekday,6,0.583333333,35125,-1,0,0,-4.9738E-14
ART,35125.625,1,2,2.366666667,Weekday,6,0.625,35125,-1,0,1,-1
ART,35125.66667,0,2,0.75,Weekday,6,0.666666667,35125,-1,0,-1,0
ART,35125.70833,0,0,0,Weekday,6,0.708333333,35125,-1,0,0,0
ART,35125.75,0,0,0,Weekday,6,0.75,35125,-1,0,0,0
ART,35125.79167,0,0,0,Weekday,6,0.791666667,35125,-1,0,0,0
ART,35125.83333,0,0,0,Weekday,6,0.833333333,35125,-1,0,0,0
ART,35125.875,0,0,0,Weekday,6,0.875,35125,-1,0,0,0
ART,35125.91667,0,0,0,Weekday,6,0.916666667,35125,-1,0,0,0
ART,35125.95833,0,0,0,Weekday,6,0.958333333,35125,-1,0,0,0
ART,35126,0,0,0,Weekend,7,0,35126,-1,0,0,0
ART,35126.04167,0,0,0,Weekend,7,0.041666667,35126,-1,0,0,0
ART,35126.08333,0,0,0,Weekend,7,0.083333333,35126,-1,0,0,0
ART,35126.125,0,0,0,Weekend,7,0.125,35126,-1,0,0,0
ART,35126.16667,0,0,0,Weekend,7,0.166666667,35126,-1,0,0,0
ART,35126.20833,0,0,0,Weekend,7,0.208333333,35126,-1,0,0,0
